gene_id,description,descr_score,best_score,pfam_acc
AH-473-B13_NODE_2_27,F-box domain-containing protein,131,446,
AH-473-B13_NODE_2_34,CtsR family transcriptional regulator,88,222,
AH-473-B18_NODE_27_3,Carboxypeptidase regulatory-like domain-containing protein,124,124,
AH-473-B18_NODE_27_4,Recombinase domain-containing protein,151,151,
AH-473-B18_NODE_27_5,Membrane protein involved in the export of O-antigen and teichoic acid,65,67,
AH-473-C06_NODE_1_11,RanBD1 domain-containing protein,129,134,
AH-473-C06_NODE_1_14,Surface-adhesin protein E-like domain-containing protein,376,548,
AH-473-C06_NODE_1_73,Cupin type-1 domain-containing protein,630,630,PF00190
AH-473-C06_NODE_1_85,L-threonine 3-dehydrogenase (EC 1.1.1.103),197,197,
AH-473-C06_NODE_1_109,DUF58 domain-containing protein,1388,1388,PF01882
AH-473-C06_NODE_1_110,MxaA protein,1391,1391,
AH-473-C06_NODE_1_115,Recombinase zinc beta ribbon domain-containing protein,105,105,"PF13408,PF07508"
AH-473-C06_NODE_1_128,Surface-adhesin protein E-like domain-containing protein,639,639,PF16747
AH-473-C06_NODE_1_130,Lipoprotein,88,88,
AH-473-C07_NODE_5_8,Exonuclease VII small subunit,268,268,
AH-473-C07_NODE_5_20,Methyltransferase domain-containing protein,838,877,
AH-473-C07_NODE_5_40,TolC family protein,1384,1384,PF02321
AH-473-C07_NODE_5_41,Outer membrane efflux protein,536,536,PF02321
AH-473-C07_NODE_5_50,Tetratricopeptide repeat protein,363,553,
AH-473-F04_NODE_4_5,Tetratricopeptide repeat protein,395,551,
AH-473-F04_NODE_4_24,histidine kinase (EC 2.7.13.3),82,82,PF02518
AH-473-F10_NODE_5_1,Transporter,1100,1100,PF00892
AH-473-F10_NODE_5_19,Glycosyltransferase 2-like domain-containing protein,1317,1317,PF00535
AH-473-F10_NODE_5_20,Aldehyde-activating protein,772,772,PF04828
AH-473-F10_NODE_5_21,Zinc finger E-box-binding homeobox 2,61,61,
AH-473-F18_NODE_5_3,Crossover junction endodeoxyribonuclease,808,808,"PF02075,PF07066"
AH-473-F18_NODE_5_6,Cell envelope biogenesis protein TolA,852,852,
AH-473-F18_NODE_5_19,Exonuclease VII small subunit,273,273,
AH-473-G11_NODE_8_3,DUF7802 domain-containing protein,1571,1571,PF25085
AH-473-G11_NODE_8_17,Arginine/agmatine antiporter,481,481,PF13520
AH-473-I02_NODE_32_5,Type IX secretion system membrane protein PorP/SprF,1677,1677,
AH-473-I02_NODE_32_6,Tetratricopeptide repeat protein,2128,2128,
AH-473-I02_NODE_32_10,UVR domain-containing protein,128,131,
AH-473-I02_NODE_32_13,HTH cro/C1-type domain-containing protein,875,875,
AH-473-I02_NODE_32_16,Tetratricopeptide repeat protein,97,97,
AH-473-I02_NODE_32_17,F-BAR domain-containing protein,112,122,
AH-473-I02_NODE_32_18,Type II secretion system protein GspC N-terminal domain-containing protein,279,470,
AH-473-I02_NODE_32_19,Peptidoglycan endopeptidase RipA (EC 3.4.-.-),112,130,
AH-473-I02_NODE_9_4,Antibiotic biosynthesis monooxygenase,446,446,
AH-473-I02_NODE_9_7,Mobilization protein,126,126,
AH-473-I02_NODE_9_8,DUF1508 domain-containing protein,159,305,
AH-473-I02_NODE_9_14,Outer membrane protein beta-barrel domain-containing protein,842,1760,
AH-473-I02_NODE_9_22,Type II secretion system protein GspC N-terminal domain-containing protein,278,533,
AH-473-I02_NODE_9_25,Cupin,2092,2092,"PF07883,PF02311,PF05899,PF00903"
AH-473-I02_NODE_9_27,ABM domain-containing protein,199,225,
AH-473-I02_NODE_9_30,Protein detached,82,82,"PF00569,PF09068,PF09069,PF00397"
AH-473-I02_NODE_9_31,Reverse transcriptase domain-containing protein,154,314,
AH-473-I02_NODE_9_38,ABC transporter permease,2828,2828,PF02653
AH-473-I02_NODE_9_44,MORN repeat protein,351,351,PF02493
AH-473-I02_NODE_9_45,Blue (type 1) copper domain-containing protein,878,878,
AH-473-I02_NODE_9_47,Adenylate/guanylate cyclase domain-containing protein,575,575,PF00211
AH-473-I02_NODE_9_48,Conjugal transfer protein,144,752,
AH-473-I07_NODE_7_19,Exonuclease VII small subunit,266,266,
AH-473-I07_NODE_7_32,Cell envelope biogenesis protein TolA,895,895,
AH-473-I07_NODE_7_35,Crossover junction endodeoxyribonuclease,822,822,"PF02075,PF07066"
AH-473-I07_NODE_7_63,PLHD1 protein,107,125,
AH-473-I07_NODE_7_64,Glycosyltransferase RgtA/B/C/D-like domain-containing protein,699,699,
AH-473-I07_NODE_7_67,N-acetyltransferase domain-containing protein,659,659,PF13527
AH-473-J14_NODE_2_38,Exonuclease VII small subunit,256,256,
AH-473-J14_NODE_2_40,RNA-binding S4 domain-containing protein,266,266,
AH-473-J16_NODE_17_10,Glycosyltransferase RgtA/B/C/D-like domain-containing protein,1694,1694,
AH-473-J16_NODE_17_12,DegV family protein,73,73,PF02645
AH-473-J23_NODE_6_7,Inorganic phosphate transporter,1358,1358,
AH-473-J23_NODE_6_10,DUF1616 domain-containing protein,115,119,
AH-473-J23_NODE_6_12,Endonuclease/exonuclease/phosphatase domain-containing protein,244,244,PF03372
AH-473-J23_NODE_6_13,Endonuclease/exonuclease/phosphatase domain-containing protein,782,782,PF03372
AH-473-J23_NODE_6_35,Glycosyltransferase RgtA/B/C/D-like domain-containing protein,872,956,
AH-473-J23_NODE_6_43,Band 7 domain-containing protein,802,802,PF01145
AH-473-K11_NODE_1_7,Glutathione-dependent peroxiredoxin (EC 1.11.1.27),962,962,PF08534
AH-473-K11_NODE_1_8,BFD-like [2Fe-2S]-binding domain-containing protein,138,138,
AH-473-K11_NODE_1_12,C2H2-type domain-containing protein,64,67,
AH-473-K11_NODE_1_19,Transposase,66,81,
AH-473-K11_NODE_1_20,HTH crp-type domain-containing protein,1259,1259,
AH-473-K11_NODE_1_40,Imelysin-like domain-containing protein,422,558,
AH-473-K11_NODE_1_41,Com family DNA-binding transcriptional regulator,127,127,
AH-473-K11_NODE_1_45,ABC transporter permease,1993,2159,
AH-473-K11_NODE_1_56,DRBM domain-containing protein,147,419,
AH-473-K11_NODE_1_58,Inner-membrane translocator,545,545,
AH-473-K11_NODE_1_60,SCP2 domain-containing protein,727,754,
AH-473-K11_NODE_1_67,HD domain-containing protein,932,932,PF01966
AH-473-K22_NODE_11_18,ABM domain-containing protein,520,520,
AH-473-K22_NODE_11_24,Glycosyl transferase,735,735,PF01501
AH-473-K22_NODE_12_1,Endonuclease/exonuclease/phosphatase domain-containing protein,70,70,
AH-473-K22_NODE_12_3,Inner-membrane translocator,545,545,
AH-473-K22_NODE_12_5,SCP2 domain-containing protein,722,759,
AH-473-K22_NODE_12_12,HD domain-containing protein,919,919,PF01966
AH-473-K22_NODE_12_17,Glycosyltransferase RgtA/B/C/D-like domain-containing protein,1618,1618,PF13231
AH-473-K22_NODE_12_20,INO80 complex subunit F domain-containing protein,85,85,PF24245
AH-473-M06_NODE_3_5,MAM domain-containing protein,88,88,
AH-473-M06_NODE_3_13,DUF3035 domain-containing protein,122,122,PF11233
AH-473-M06_NODE_3_28,DoxX family protein,563,563,PF07681
AH-473-M06_NODE_3_39,Glutathione-dependent peroxiredoxin (EC 1.11.1.27),1014,1014,PF08534
AH-473-M06_NODE_3_77,Accessory factor UbiK family protein,109,109,PF04380
AH-473-N09_NODE_54_6,Glutathione-dependent peroxiredoxin (EC 1.11.1.27),582,582,PF08534
AH-473-N09_NODE_54_7,Ubiquitin-like domain-containing protein,103,106,
AH-473-N09_NODE_54_9,Hydantoin racemase,367,411,
AH-473-N15_NODE_8_14,MFS transporter,1763,1763,PF07690
AH-473-N15_NODE_8_16,Tetratricopeptide repeat protein,432,553,
AH-473-N15_NODE_8_53,Exonuclease VII small subunit,302,302,
AH-473-N19_NODE_7_2,FAD/NAD(P)-binding domain-containing protein,515,515,PF07992
AH-473-O05_NODE_1_6,Vesicle transport protein SEC20,148,148,PF03908
AH-473-O05_NODE_1_7,histidine kinase (EC 2.7.13.3),100,110,
AH-473-O05_NODE_1_24,Crossover junction endodeoxyribonuclease,819,819,"PF02075,PF07066"
AH-473-O05_NODE_1_27,Cell envelope biogenesis protein TolA,873,873,
AH-473-O05_NODE_1_40,Exonuclease VII small subunit,276,276,
AH-473-O05_NODE_1_63,Glycosyl transferase,1268,1301,
AH-473-O05_NODE_1_64,Alginate lyase domain-containing protein,1194,1194,PF05426
AH-473-O05_NODE_1_79,Tetratricopeptide repeat protein,487,590,
AH-473-O08_NODE_2_2,Putative disease resistance protein RGA3,86,86,"PF18052,PF23559,PF00931"
AH-473-O08_NODE_2_3,HTH crp-type domain-containing protein,1257,1257,
AH-473-O08_NODE_2_4,Lipoprotein,599,686,
AH-473-O08_NODE_2_5,Zinc finger protein 768,104,133,
AH-473-O08_NODE_2_7,Phytanoyl-CoA dioxygenase,759,759,
AH-473-O08_NODE_2_10,HD domain-containing protein,955,955,PF01966
AH-473-O08_NODE_2_17,SCP2 domain-containing protein,727,759,
AH-473-O08_NODE_2_19,Inner-membrane translocator,545,545,
AH-473-O08_NODE_2_21,Blr3548 protein,181,438,
AH-473-O08_NODE_2_32,ABC transporter permease,1992,2087,
AH-473-O08_NODE_2_33,EGF-like domain-containing protein,75,80,
AH-473-O08_NODE_2_36,Developmental regulator,133,259,
AH-473-O08_NODE_2_37,Imelysin-like domain-containing protein,438,585,
AH-473-O08_NODE_2_51,Prolyl 4-hydroxylase alpha subunit Fe(2+) 2OG dioxygenase domain-containing protein,646,920,
AH-473-P19_NODE_19_4,Translation elongation factor EF1B beta/delta subunit guanine nucleotide exchange domain-containing protein,559,559,PF00736
AH-473-P19_NODE_19_8,Thioredoxin domain-containing protein,655,655,
AH-562-A11_NODE_8_4,Na_H_Exchanger domain-containing protein,111,111,PF00999
AH-562-A11_NODE_8_11,ANTAR domain-containing protein,103,312,
AH-562-A11_NODE_8_14,Hypervirulence associated protein TUDOR domain-containing protein,144,496,
AH-562-A11_NODE_8_17,Imelysin-like domain-containing protein,734,734,
AH-562-A11_NODE_8_28,Zorya protein ZorC EH domain-containing protein,2476,2476,
AH-562-A11_NODE_8_45,Pyridoxal-5'-phosphate-dependent protein subunit beta,2699,2699,PF00291
AH-562-B18_NODE_2_8,MFS transporter,1967,1967,PF07690
AH-562-B18_NODE_2_26,Predicted homoserine dehydrogenase (EC 1.1.1.3),3089,3089,"PF08666,PF21135,PF01408"
AH-562-B18_NODE_2_30,HD domain-containing protein,1026,1026,PF01966
AH-562-B18_NODE_2_35,"Biphenyl 2,3-dioxygenase",344,344,
AH-562-B18_NODE_2_38,SCP2 domain-containing protein,720,764,
AH-562-B18_NODE_2_40,"Transmembrane protein, putative",153,166,
AH-562-B18_NODE_2_42,P-type ATPase N-terminal domain-containing protein,138,434,
AH-562-B18_NODE_2_49,GemA protein,123,226,
AH-562-B18_NODE_2_59,BRCT domain-containing protein,143,143,PF16589
AH-562-B18_NODE_2_60,Imelysin-like domain-containing protein,431,641,
AH-562-B18_NODE_2_80,Spermidine/putrescine-binding periplasmic protein,1645,1743,
AH-562-B18_NODE_9_15,Alginate lyase 2 domain-containing protein,1254,1254,
AH-562-B18_NODE_9_17,Steroid 5-alpha reductase C-terminal domain-containing protein,899,899,PF04191
AH-562-B18_NODE_9_29,AsmA domain-containing protein,3013,3013,
AH-562-B19_NODE_36_1,4Fe-4S ferredoxin-type domain-containing protein,180,180,PF01810
AH-562-B19_NODE_36_6,SnoaL-like domain-containing protein,678,678,PF12680
AH-562-B19_NODE_42_2,SCP2 domain-containing protein,674,743,
AH-562-C02_NODE_2_1,4-hydroxythreonine-4-phosphate dehydrogenase,174,174,
AH-562-C02_NODE_2_10,DUF2066 domain-containing protein,1507,1883,
AH-562-C02_NODE_2_13,ribonucleoside-diphosphate reductase (EC 1.17.4.1),1067,1067,PF12637
AH-562-C02_NODE_2_93,Septation ring formation regulator EzrA,329,329,
AH-562-C02_NODE_2_105,Inorganic phosphate transporter,1346,1346,
AH-562-C02_NODE_2_107,DUF2157 domain-containing protein,119,119,
AH-562-C02_NODE_2_112,SCP2 domain-containing protein,713,778,
AH-562-C02_NODE_2_114,DRBM domain-containing protein,142,148,
AH-562-C02_NODE_2_116,Pterin-binding domain-containing protein,157,440,
AH-562-C04_NODE_8_3,EamA domain-containing protein,1084,1084,PF00892
AH-562-C04_NODE_8_7,MFS transporter,2093,2093,PF07690
AH-562-C04_NODE_8_11,EamA domain-containing protein,1325,1325,PF00892
AH-562-C04_NODE_8_18,DUF2157 domain-containing protein,128,128,
AH-562-C04_NODE_8_21,DUF4386 domain-containing protein,622,692,
AH-562-C04_NODE_8_33,Two component regulator three Y domain-containing protein,1099,1099,
AH-562-C04_NODE_8_39,DoxX family protein,499,499,
AH-562-C04_NODE_8_41,phosphoribosylanthranilate isomerase (EC 5.3.1.24),1115,1115,PF00697
AH-562-C22_NODE_2_11,Tetratricopeptide repeat protein,738,820,
AH-562-C22_NODE_2_13,AraC-type arabinose-binding/dimerisation domain-containing protein,860,860,
AH-562-C22_NODE_2_15,Phosphotransferase system EIIC domain-containing protein,242,242,
AH-562-C22_NODE_2_16,DNA translocase FtsK 4TM region domain-containing protein,292,292,
AH-562-C22_NODE_2_17,Cryptochrome/DNA photolyase FAD-binding domain-containing protein,610,735,
AH-562-C22_NODE_2_23,TRAM domain-containing protein,117,539,
AH-562-C22_NODE_2_33,Winged helix DNA-binding domain-containing protein,511,515,
AH-562-C22_NODE_2_36,MORN repeat protein,771,771,PF02493
AH-562-C22_NODE_2_37,Chromosome partition protein Smc,188,202,
AH-562-C22_NODE_2_48,TrbC/VIRB2 family protein,93,98,
AH-562-C22_NODE_2_59,Homeobox domain-containing protein,82,91,
AH-562-C22_NODE_2_65,Zorya protein ZorC EH domain-containing protein,2007,2624,
AH-562-C22_NODE_2_67,DksA C4-type domain-containing protein,157,157,
AH-562-C22_NODE_2_68,Yip1 domain-containing protein,760,760,PF04893
AH-562-C22_NODE_2_79,Cytidyltransferase,714,714,
AH-562-C22_NODE_2_80,Fe2OG dioxygenase domain-containing protein,1632,1632,PF23169
AH-562-C22_NODE_2_100,SCP2 domain-containing protein,709,763,
AH-562-C22_NODE_2_102,Roadblock/LAMTOR2 domain-containing protein,153,161,
AH-562-C22_NODE_2_104,Integrase SAM-like N-terminal domain-containing protein,138,436,
AH-562-C22_NODE_2_110,Protein FAM43A,70,440,
AH-562-C22_NODE_2_113,C2H2-type domain-containing protein,132,371,
AH-562-C22_NODE_2_114,Imelysin-like domain-containing protein,432,696,
AH-562-C22_NODE_2_117,DUF1468 domain-containing protein,604,604,PF07331
AH-562-E04_NODE_1_3,Cell division protein FtsZ,129,569,
AH-562-E04_NODE_1_5,Reelin domain-containing protein,61,61,
AH-562-E04_NODE_1_9,Cryptochrome/DNA photolyase FAD-binding domain-containing protein,624,742,
AH-562-E04_NODE_1_10,DNA translocase FtsK 4TM region domain-containing protein,293,293,
AH-562-E04_NODE_1_11,Phosphotransferase system EIIC domain-containing protein,260,260,
AH-562-E04_NODE_1_13,AraC-type arabinose-binding/dimerisation domain-containing protein,813,813,
AH-562-E04_NODE_1_15,Tetratricopeptide repeat protein,765,777,
AH-562-E04_NODE_1_26,Spermidine/putrescine-binding periplasmic protein,1675,1799,
AH-562-E04_NODE_1_29,F-box domain-containing protein,170,775,
AH-562-E04_NODE_1_44,Imelysin-like domain-containing protein,430,649,
AH-562-E04_NODE_1_45,Myb/SANT-like DNA-binding domain-containing protein,145,327,
AH-562-E04_NODE_1_48,Protein-tyrosine sulfotransferase,75,348,
AH-562-E04_NODE_1_55,Cell division protein FtsA,90,214,
AH-562-E04_NODE_1_60,Pterin-binding domain-containing protein,141,421,
AH-562-E04_NODE_1_62,DUF2258 domain-containing protein,166,179,
AH-562-E04_NODE_1_64,SCP2 domain-containing protein,704,779,
AH-562-E04_NODE_1_70,HD domain-containing protein,1106,1106,PF01966
AH-562-E04_NODE_1_72,Peptidase C-terminal archaeal/bacterial domain-containing protein,772,773,
AH-562-F19_NODE_2_10,Reverse transcriptase domain-containing protein,144,451,
AH-562-F19_NODE_2_12,Inner-membrane translocator,317,317,
AH-562-F19_NODE_2_14,SCP-2 sterol transfer family protein,696,776,
AH-562-F19_NODE_2_19,Histidine kinase CheA-like homodimeric domain-containing protein,84,84,PF02895
AH-562-F19_NODE_2_26,DUF3791 domain-containing protein,111,222,
AH-562-F19_NODE_2_28,BRICHOS domain-containing protein,129,405,
AH-562-F19_NODE_2_31,Imelysin-like domain-containing protein,551,557,
AH-562-F19_NODE_2_38,Octanoyltransferase (EC 2.3.1.181) (Lipoate-protein ligase B) (Lipoyl/octanoyl transferase) (Octanoyl-[acyl-carrier-protein]-protein N-octanoyltransferase),1170,1170,PF21948
AH-562-F19_NODE_2_100,Intracellular septation protein A,475,475,
AH-562-F19_NODE_2_102,UspA domain-containing protein,780,780,PF00582
AH-562-F19_NODE_2_111,Flagellar protein FliO/FliZ,245,323,
AH-562-I11_NODE_16_4,DUF1830 domain-containing protein,164,164,
AH-562-I11_NODE_16_5,Reverse transcriptase domain-containing protein,173,173,
AH-562-K05_NODE_14_3,Transcriptional regulator,169,169,
AH-562-K05_NODE_14_5,SCP-2 sterol transfer family protein,693,767,
AH-562-K05_NODE_14_10,DgyrCDS12912,88,101,
AH-562-K05_NODE_14_17,GemA protein,96,223,
AH-562-K09_NODE_14_7,histidine kinase (EC 2.7.13.3),88,88,
AH-562-K18_NODE_15_1,EamA domain-containing protein,154,176,PF07690
AH-562-K18_NODE_15_5,SCP2 domain-containing protein,695,767,
AH-562-K18_NODE_15_7,Inner-membrane translocator,309,309,
AH-562-K18_NODE_15_9,HicB-like antitoxin of toxin-antitoxin system domain-containing protein,139,414,
AH-562-K18_NODE_15_24,Lipoprotein,189,206,
AH-562-K21_NODE_1_11,Branched-chain amino acid transport protein AzlD,421,421,PF05437
AH-562-K21_NODE_1_30,HD domain-containing protein,1039,1039,PF01966
AH-562-K21_NODE_1_37,SCP2 domain-containing protein,713,756,
AH-562-K21_NODE_1_39,DRBM domain-containing protein,172,173,
AH-562-K21_NODE_1_41,Slc8a3 protein,132,448,
AH-562-K21_NODE_1_47,Holliday junction ATP-dependent DNA helicase RuvA (EC 3.6.4.12),110,212,
AH-562-K21_NODE_1_57,RHS repeat-associated core domain-containing protein,138,359,
AH-562-K21_NODE_1_58,Imelysin-like domain-containing protein,443,680,
AH-562-K21_NODE_1_67,Fe2OG dioxygenase domain-containing protein,1248,1248,PF23169
AH-562-K21_NODE_1_71,Fe2OG dioxygenase domain-containing protein,1766,1766,PF23169
AH-562-K21_NODE_1_95,Peptidase MA-like domain-containing protein,1007,1007,PF15890
AH-562-K21_NODE_1_102,Ancillary SecYEG translocon subunit/Cell division coordinator CpoB TPR domain-containing protein,737,805,
AH-562-K21_NODE_1_104,AraC-type arabinose-binding/dimerisation domain-containing protein,820,820,
AH-562-K21_NODE_1_106,DNA translocase FtsK 4TM region domain-containing protein,296,296,
AH-562-K21_NODE_1_107,Phosphotransferase system EIIC domain-containing protein,243,243,
AH-562-K21_NODE_1_108,Cryptochrome/DNA photolyase FAD-binding domain-containing protein,609,730,
AH-562-K21_NODE_1_112,Heme exporter protein D,66,66,PF04995
AH-562-K21_NODE_1_114,SHSP domain-containing protein,154,586,
AH-562-K21_NODE_7_4,Accessory factor UbiK family protein,161,161,
AH-562-K21_NODE_7_17,Prolyl 4-hydroxylase alpha subunit Fe(2+) 2OG dioxygenase domain-containing protein,1086,1086,
AH-562-K21_NODE_7_26,Steroid 5-alpha reductase C-terminal domain-containing protein,894,894,PF04191
AH-562-K21_NODE_7_34,Polysaccharide lyase,702,994,
AH-562-L13_NODE_1_7,MFS transporter,1945,1945,PF07690
AH-562-L13_NODE_1_12,HD domain-containing protein,956,956,PF01966
AH-562-L13_NODE_1_17,Imelysin-like domain-containing protein,416,637,
AH-562-L13_NODE_1_18,Serine threonine protein kinase,118,371,
AH-562-L13_NODE_1_21,Uncharacterized protein DDB_G0283697,102,546,
AH-562-L13_NODE_1_27,RING/U-box superfamily protein,129,453,
AH-562-L13_NODE_1_29,RNase H type-1 domain-containing protein,157,178,
AH-562-L13_NODE_1_31,SCP2 domain-containing protein,696,763,
AH-562-L13_NODE_1_48,"N-acetylglucosamine-1-phosphate uridyltransferase / Glucosamine-1-phosphate N-acetyltransferase (EC 2.3.1.157, EC 2.7.7.23)",1153,1153,"PF00483,PF00132"
AH-562-L13_NODE_1_60,MFS transporter,1527,1527,PF07690
AH-562-L13_NODE_1_68,MORN motif,1810,1810,PF02493
AH-562-L13_NODE_1_72,ABC transporter substrate-binding protein,628,840,
AH-562-L13_NODE_4_5,BTB/POZ domain-containing protein,250,250,
